,date,poll,start,end,n,party,share
5163,2019-02-02,forsa,2019-01-28,2019-02-01,2501.0,AfD,0.12
5164,2019-01-26,forsa,2019-01-21,2019-01-25,2501.0,AfD,0.11
5165,2019-01-19,forsa,2019-01-14,2019-01-18,2503.0,AfD,0.12
5166,2019-12-01,forsa,2019-01-07,2019-01-11,2504.0,AfD,0.12
5167,2019-05-01,forsa,2019-01-02,2019-01-04,1503.0,AfD,0.12
5168,2018-12-22,forsa,2018-12-17,2018-12-21,2504.0,AfD,0.13
5169,2018-12-15,forsa,2018-12-10,2018-12-14,2507.0,AfD,0.12
5170,2018-10-12,forsa,2018-12-07,2018-12-09,1506.0,AfD,0.13
5171,2018-07-12,forsa,2018-12-03,2018-12-06,2006.0,AfD,0.13
5172,2018-01-12,forsa,2018-11-26,2018-11-30,2505.0,AfD,0.14
5173,2018-11-24,forsa,2018-11-19,2018-11-23,2507.0,AfD,0.14
5174,2018-11-17,forsa,2018-11-12,2018-11-16,2503.0,AfD,0.12
5175,2018-11-11,forsa,2018-11-05,2018-11-09,2504.0,AfD,0.13
5176,2018-03-11,forsa,2018-10-29,2018-11-02,2502.0,AfD,0.13
5177,2018-10-27,forsa,2018-10-22,2018-10-26,2509.0,AfD,0.14
5178,2018-10-20,forsa,2018-10-15,2018-10-19,2502.0,AfD,0.15
5179,2018-10-13,forsa,2018-10-08,2018-10-12,2504.0,AfD,0.14
5180,2018-06-10,forsa,2018-10-01,2018-10-05,2002.0,AfD,0.14
5181,2018-09-29,forsa,2018-09-24,2018-09-28,2501.0,AfD,0.15
5182,2018-09-22,forsa,2018-09-17,2018-09-21,2502.0,AfD,0.15
5183,2018-09-15,forsa,2018-09-10,2018-09-14,2507.0,AfD,0.13
5184,2018-08-09,forsa,2018-09-03,2018-09-07,2507.0,AfD,0.14
5185,2018-01-09,forsa,2018-08-27,2018-08-31,2503.0,AfD,0.16
5186,2018-08-25,forsa,2018-08-20,2018-08-24,2502.0,AfD,0.14
5187,2018-08-18,forsa,2018-08-13,2018-08-17,2503.0,AfD,0.14
5188,2018-11-08,forsa,2018-08-06,2018-08-10,2505.0,AfD,0.14
5189,2018-04-08,forsa,2018-07-30,2018-08-03,2508.0,AfD,0.14
5190,2018-07-28,forsa,2018-07-23,2018-07-27,2505.0,AfD,0.14
5191,2018-07-21,forsa,2018-07-16,2018-07-20,2505.0,AfD,0.15
5192,2018-07-14,forsa,2018-07-09,2018-07-13,2505.0,AfD,0.16
5193,2018-07-07,forsa,2018-07-02,2018-07-06,2502.0,AfD,0.16
5194,2018-06-30,forsa,2018-06-25,2018-06-29,2508.0,AfD,0.15
5195,2018-06-24,forsa,2018-06-18,2018-06-22,2503.0,AfD,0.15
5196,2018-06-16,forsa,2018-06-14,2018-06-15,1001.0,AfD,0.15
5197,2018-06-16,forsa,2018-06-11,2018-06-13,1501.0,AfD,0.13
5198,2018-09-06,forsa,2018-06-04,2018-06-08,2504.0,AfD,0.13
5199,2018-02-06,forsa,2018-05-28,2018-06-01,2506.0,AfD,0.13
5200,2018-05-27,forsa,2018-05-22,2018-05-25,2002.0,AfD,0.13
5201,2018-05-19,forsa,2018-05-14,2018-05-18,2502.0,AfD,0.13
5202,2018-12-05,forsa,2018-05-07,2018-05-11,2004.0,AfD,0.13
5203,2018-05-05,forsa,2018-04-30,2018-05-04,2003.0,AfD,0.13
5204,2018-04-28,forsa,2018-04-23,2018-04-27,2507.0,AfD,0.12
5205,2018-04-23,forsa,2018-04-16,2018-04-20,2503.0,AfD,0.12
5206,2018-04-14,forsa,2018-04-09,2018-04-13,2506.0,AfD,0.12
5207,2018-07-04,forsa,2018-04-03,2018-04-06,2005.0,AfD,0.13
5208,2018-03-31,forsa,2018-03-26,2018-03-29,2003.0,AfD,0.13
5209,2018-03-24,forsa,2018-03-19,2018-03-23,2502.0,AfD,0.14
5210,2018-03-17,forsa,2018-03-12,2018-03-16,2502.0,AfD,0.13
5211,2018-11-03,forsa,2018-03-05,2018-03-09,2507.0,AfD,0.12
5212,2018-05-03,forsa,2018-03-04,2018-03-05,1502.0,AfD,0.13
5213,2018-03-03,forsa,2018-02-26,2018-03-02,2505.0,AfD,0.13
5214,2018-02-24,forsa,2018-02-19,2018-02-23,2506.0,AfD,0.13
5215,2018-02-17,forsa,2018-02-12,2018-02-16,2501.0,AfD,0.13
5216,2018-09-02,forsa,2018-02-07,2018-02-08,1003.0,AfD,0.13
5217,2018-05-02,forsa,2018-01-29,2018-02-02,2507.0,AfD,0.13
5218,2018-01-29,forsa,2018-01-22,2018-01-26,2505.0,AfD,0.12
5219,2018-01-22,forsa,2018-01-22,2018-01-22,1282.0,AfD,0.13
5220,2018-01-21,forsa,2018-01-15,2018-01-19,2501.0,AfD,0.12
5221,2018-01-18,forsa,2018-01-15,2018-01-17,1504.0,AfD,0.12
5222,2018-01-15,forsa,2018-01-08,2018-01-12,2501.0,AfD,0.11
5223,2018-07-01,forsa,2018-01-02,2018-01-05,2003.0,AfD,0.1
5224,2017-12-27,forsa,2017-12-18,2017-12-22,2504.0,AfD,0.12
5225,2017-12-16,forsa,2017-12-11,2017-12-15,2501.0,AfD,0.12
5226,2017-10-12,forsa,2017-12-09,2017-12-10,1566.0,AfD,0.11
5227,2017-10-12,forsa,2017-12-04,2017-12-08,2500.0,AfD,0.11
5228,2017-11-27,forsa,2017-11-20,2017-11-24,2508.0,AfD,0.11
5229,2017-11-20,forsa,2017-11-20,2017-11-20,1789.0,AfD,0.12
5230,2017-11-20,forsa,2017-11-13,2017-11-17,2505.0,AfD,0.12
5231,2017-11-13,forsa,2017-11-06,2017-11-10,2506.0,AfD,0.12
5232,2017-10-25,forsa,2017-10-16,2017-10-20,2503.0,AfD,0.11
5233,2017-10-18,forsa,2017-10-09,2017-10-13,2501.0,AfD,0.12
5234,2017-11-10,forsa,2017-10-02,2017-10-06,2001.0,AfD,0.12
5235,2017-11-07,forsa,2017-07-03,2017-07-07,2501.0,AfD,0.08
5236,2017-10-05,forsa,2017-05-02,2017-05-05,2004.0,AfD,0.07
5237,2017-11-04,forsa,2017-04-03,2017-04-07,2502.0,AfD,0.08
5238,2017-11-01,forsa,2017-01-02,2017-01-06,2501.0,AfD,0.12
5239,2021-09-17,politbarometer,2021-09-14,2021-09-16,1406.0,AfD,0.11
5240,2021-10-09,politbarometer,2021-09-07,2021-09-09,1281.0,AfD,0.11
5241,2021-03-09,politbarometer,2021-08-31,2021-09-02,1301.0,AfD,0.11
5242,2021-08-27,politbarometer,2021-08-24,2021-08-26,1300.0,AfD,0.11
5243,2021-08-13,politbarometer,2021-08-10,2021-08-12,1252.0,AfD,0.11
5244,2021-07-30,politbarometer,2021-07-27,2021-07-29,1268.0,AfD,0.11
5245,2021-07-16,politbarometer,2021-07-13,2021-07-15,1224.0,AfD,0.1
5246,2021-06-25,politbarometer,2021-06-22,2021-06-24,1271.0,AfD,0.1
5247,2021-10-06,politbarometer,2021-06-07,2021-06-09,1232.0,AfD,0.11
5248,2021-05-21,politbarometer,2021-05-18,2021-05-20,1229.0,AfD,0.11
5249,2021-07-05,politbarometer,2021-05-04,2021-05-06,1271.0,AfD,0.11
5250,2021-04-16,politbarometer,2021-04-13,2021-04-15,1292.0,AfD,0.11
5251,2021-03-26,politbarometer,2021-03-23,2021-03-25,1030.0,AfD,0.12
5252,2021-02-26,politbarometer,2021-02-23,2021-02-25,1202.0,AfD,0.1
5253,2021-01-28,politbarometer,2021-01-25,2021-01-27,1371.0,AfD,0.09
5254,2021-01-15,politbarometer,2021-01-12,2021-01-14,1262.0,AfD,0.1
5255,2020-10-12,politbarometer,2020-12-07,2020-12-09,1246.0,AfD,0.1
5256,2020-11-27,politbarometer,2020-11-24,2020-11-26,1330.0,AfD,0.09
5257,2020-11-13,politbarometer,2020-11-10,2020-11-12,1347.0,AfD,0.09
5258,2020-10-23,politbarometer,2020-10-20,2020-10-22,1297.0,AfD,0.09
5259,2020-09-10,politbarometer,2020-10-06,2020-10-08,1229.0,AfD,0.1
5260,2020-09-17,politbarometer,2020-09-14,2020-09-16,1241.0,AfD,0.1
5261,2020-08-28,politbarometer,2020-08-25,2020-08-27,1303.0,AfD,0.09
5262,2020-07-31,politbarometer,2020-07-28,2020-07-30,1249.0,AfD,0.09
5263,2020-10-07,politbarometer,2020-07-07,2020-07-09,1226.0,AfD,0.09
5264,2020-06-26,politbarometer,2020-06-23,2020-06-25,1227.0,AfD,0.09
5265,2020-12-06,politbarometer,2020-06-08,2020-06-10,1270.0,AfD,0.09
5266,2020-05-29,politbarometer,2020-05-26,2020-05-28,1377.0,AfD,0.09
5267,2020-05-15,politbarometer,2020-05-12,2020-05-14,1282.0,AfD,0.1
5268,2020-04-24,politbarometer,2020-04-20,2020-04-23,1323.0,AfD,0.09
5269,2020-09-04,politbarometer,2020-04-06,2020-04-08,1175.0,AfD,0.1
5270,2020-03-27,politbarometer,2020-03-23,2020-03-26,1473.0,AfD,0.1
5271,2020-06-03,politbarometer,2020-03-03,2020-03-05,1276.0,AfD,0.14
5272,2020-07-02,politbarometer,2020-02-04,2020-02-06,1067.0,AfD,0.14
5273,2020-01-16,politbarometer,2020-01-13,2020-01-15,1282.0,AfD,0.14
5274,2019-12-13,politbarometer,2019-12-10,2019-12-12,1366.0,AfD,0.14
5275,2019-11-29,politbarometer,2019-11-26,2019-11-28,1340.0,AfD,0.14
5276,2019-08-11,politbarometer,2019-11-05,2019-11-07,1264.0,AfD,0.14
5277,2019-10-18,politbarometer,2019-10-15,2019-10-17,1226.0,AfD,0.13
5278,2019-09-27,politbarometer,2019-09-24,2019-09-26,1325.0,AfD,0.14
5279,2019-05-09,politbarometer,2019-09-02,2019-09-04,1270.0,AfD,0.13
5280,2019-09-08,politbarometer,2019-08-06,2019-08-08,1307.0,AfD,0.13
5281,2019-07-19,politbarometer,2019-07-16,2019-07-18,1290.0,AfD,0.12
5282,2019-06-21,politbarometer,2019-06-17,2019-06-19,1291.0,AfD,0.13
5283,2019-06-06,politbarometer,2019-06-03,2019-06-05,1297.0,AfD,0.13
5284,2019-10-05,politbarometer,2019-05-07,2019-05-09,1357.0,AfD,0.14
5285,2019-12-04,politbarometer,2019-04-09,2019-04-11,1282.0,AfD,0.13
5286,2019-03-28,politbarometer,2019-03-25,2019-03-27,1325.0,AfD,0.13
5287,2019-03-15,politbarometer,2019-03-12,2019-03-14,1290.0,AfD,0.12
5288,2019-02-22,politbarometer,2019-02-19,2019-02-21,1266.0,AfD,0.13
5289,2019-08-02,politbarometer,2019-02-05,2019-02-07,1350.0,AfD,0.12
5290,2019-01-25,politbarometer,2019-01-22,2019-01-24,1285.0,AfD,0.13
5291,2019-11-01,politbarometer,2019-01-08,2019-01-10,1267.0,AfD,0.14
5292,2018-12-14,politbarometer,2018-12-11,2018-12-13,1268.0,AfD,0.15
5293,2018-11-23,politbarometer,2018-11-20,2018-11-22,1336.0,AfD,0.16
5294,2018-09-11,politbarometer,2018-11-06,2018-11-08,1200.0,AfD,0.14
5295,2018-10-19,politbarometer,2018-10-16,2018-10-18,1117.0,AfD,0.16
5296,2018-09-28,politbarometer,2018-09-25,2018-09-27,1260.0,AfD,0.16
5297,2018-09-14,politbarometer,2018-09-11,2018-09-13,1339.0,AfD,0.15
5298,2018-08-31,politbarometer,2018-08-28,2018-08-30,1216.0,AfD,0.17
5299,2018-10-08,politbarometer,2018-08-07,2018-08-09,1294.0,AfD,0.16
5300,2018-07-13,politbarometer,2018-07-09,2018-07-12,1340.0,AfD,0.15
5301,2018-06-29,politbarometer,2018-06-25,2018-06-28,1290.0,AfD,0.14
5302,2018-08-06,politbarometer,2018-06-05,2018-06-07,1284.0,AfD,0.13
5303,2018-05-18,politbarometer,2018-05-15,2018-05-17,1200.0,AfD,0.14
5304,2018-04-27,politbarometer,2018-04-24,2018-04-26,1285.0,AfD,0.13
5305,2018-04-13,politbarometer,2018-04-10,2018-04-12,1159.0,AfD,0.13
5306,2018-03-16,politbarometer,2018-03-13,2018-03-15,1214.0,AfD,0.13
5307,2018-02-23,politbarometer,2018-02-20,2018-02-22,1360.0,AfD,0.14
5308,2018-02-02,politbarometer,2018-01-30,2018-02-01,1302.0,AfD,0.14
5309,2018-01-19,politbarometer,2018-01-16,2018-01-18,1332.0,AfD,0.12
5310,2017-11-17,politbarometer,2017-11-14,2017-11-16,1303.0,AfD,0.11
5311,2017-10-27,politbarometer,2017-10-24,2017-10-26,1325.0,AfD,0.12
5312,2017-10-13,politbarometer,2017-10-10,2017-10-12,1180.0,AfD,0.12
5313,2017-09-29,politbarometer,2017-09-26,2017-09-28,1425.0,AfD,0.12
5314,2021-09-14,gms,2021-09-08,2021-09-13,1003.0,AfD,0.11
5315,2021-07-09,gms,2021-09-01,2021-09-06,1004.0,AfD,0.11
5316,2021-07-27,gms,2021-07-21,2021-07-27,1003.0,AfD,0.1
5317,2021-06-21,gms,2021-06-16,2021-06-21,1002.0,AfD,0.1
5318,2021-05-17,gms,2021-05-11,2021-05-17,1005.0,AfD,0.11
5319,2021-03-29,gms,2021-03-24,2021-03-29,1003.0,AfD,0.11
5320,2021-02-15,gms,2021-02-10,2021-02-15,1005.0,AfD,0.09
5321,2021-04-01,gms,2021-12-29,2021-01-04,1004.0,AfD,0.09
5322,2020-09-11,gms,2020-11-04,2020-11-09,1007.0,AfD,0.1
5323,2020-10-13,gms,2020-10-07,2020-10-12,1005.0,AfD,0.1
5324,2020-07-27,gms,2020-07-22,2020-07-27,1003.0,AfD,0.1
5325,2020-06-15,gms,2020-06-09,2020-06-15,1002.0,AfD,0.09
5326,2020-04-27,gms,2020-04-20,2020-04-27,1002.0,AfD,0.1
5327,2020-03-01,gms,2020-12-27,2020-01-02,1005.0,AfD,0.14
5328,2019-03-12,gms,2019-11-27,2019-12-02,1004.0,AfD,0.15
5329,2019-08-10,gms,2019-10-01,2019-10-07,1002.0,AfD,0.15
5330,2019-09-13,gms,2019-09-06,2019-09-12,1005.0,AfD,0.12
5331,2019-07-23,gms,2019-07-17,2019-07-22,1002.0,AfD,0.12
5332,2019-06-25,gms,2019-06-18,2019-06-24,1004.0,AfD,0.13
5333,2019-09-05,gms,2019-05-02,2019-05-08,1006.0,AfD,0.13
5334,2019-04-04,gms,2019-03-28,2019-04-03,1003.0,AfD,0.13
5335,2019-02-28,gms,2019-02-21,2019-02-27,1005.0,AfD,0.14
5336,2019-01-24,gms,2019-01-16,2019-01-23,1003.0,AfD,0.13
5337,2018-12-13,gms,2018-12-06,2018-12-12,1005.0,AfD,0.15
5338,2018-11-10,gms,2018-10-04,2018-10-10,1007.0,AfD,0.18
5339,2018-09-27,gms,2018-09-20,2018-09-26,1005.0,AfD,0.18
5340,2018-11-09,gms,2018-09-04,2018-09-10,1003.0,AfD,0.16
5341,2018-01-08,gms,2018-07-25,2018-07-31,1005.0,AfD,0.16
5342,2018-12-07,gms,2018-07-05,2018-07-11,1006.0,AfD,0.17
5343,2018-05-17,gms,2018-05-11,2018-05-16,1003.0,AfD,0.14
5344,2018-04-27,gms,2018-04-20,2018-04-26,1005.0,AfD,0.13
5345,2018-03-22,gms,2018-03-16,2018-03-21,1003.0,AfD,0.13
5346,2018-08-02,gms,2018-02-01,2018-02-07,1007.0,AfD,0.14
5347,2018-03-01,gms,2018-12-27,2018-01-02,1005.0,AfD,0.14
5348,2017-10-19,gms,2017-10-12,2017-10-18,1005.0,AfD,0.13
5349,2021-09-16,dimap,2021-09-13,2021-09-15,1512.0,AfD,0.11
5350,2021-02-09,dimap,2021-08-30,2021-09-01,1337.0,AfD,0.12
5351,2021-08-19,dimap,2021-08-17,2021-08-18,1219.0,AfD,0.11
5352,2021-05-08,dimap,2021-08-02,2021-08-04,1312.0,AfD,0.1
5353,2021-07-22,dimap,2021-07-20,2021-07-21,1188.0,AfD,0.1
5354,2021-01-07,dimap,2021-06-28,2021-06-30,1317.0,AfD,0.11
5355,2021-06-24,dimap,2021-06-22,2021-06-23,1217.0,AfD,0.12
5356,2021-10-06,dimap,2021-06-07,2021-06-09,1316.0,AfD,0.12
5357,2021-05-13,dimap,2021-05-10,2021-05-11,1198.0,AfD,0.11
5358,2021-06-05,dimap,2021-05-03,2021-05-05,1351.0,AfD,0.12
5359,2021-04-15,dimap,2021-04-13,2021-04-14,1174.0,AfD,0.11
5360,2021-01-04,dimap,2021-03-29,2021-03-30,1348.0,AfD,0.11
5361,2021-03-18,dimap,2021-03-15,2021-03-17,1207.0,AfD,0.11
5362,2021-04-03,dimap,2021-03-01,2021-03-02,1296.0,AfD,0.11
5363,2021-02-18,dimap,2021-02-15,2021-02-17,1025.0,AfD,0.11
5364,2021-04-02,dimap,2021-02-01,2021-02-03,1503.0,AfD,0.1
5365,2021-01-21,dimap,2021-01-18,2021-01-20,1027.0,AfD,0.1
5366,2021-07-01,dimap,2021-01-04,2021-01-06,1520.0,AfD,0.1
5367,2020-10-12,dimap,2020-12-07,2020-12-09,1004.0,AfD,0.09
5368,2020-03-12,dimap,2020-11-30,2020-12-02,1507.0,AfD,0.1
5369,2020-11-26,dimap,2020-11-24,2020-11-25,1047.0,AfD,0.11
5370,2020-12-11,dimap,2020-11-09,2020-11-11,1504.0,AfD,0.1
5371,2020-10-15,dimap,2020-10-12,2020-10-14,1038.0,AfD,0.11
5372,2020-01-10,dimap,2020-09-28,2020-09-30,1501.0,AfD,0.1
5373,2020-09-17,dimap,2020-09-15,2020-09-16,1051.0,AfD,0.1
5374,2020-03-09,dimap,2020-08-31,2020-09-02,1527.0,AfD,0.1
5375,2020-08-20,dimap,2020-08-18,2020-08-19,1065.0,AfD,0.1
5376,2020-06-08,dimap,2020-08-03,2020-08-05,1511.0,AfD,0.11
5377,2020-07-23,dimap,2020-07-21,2020-07-22,1064.0,AfD,0.11
5378,2020-02-07,dimap,2020-06-29,2020-07-01,1503.0,AfD,0.1
5379,2020-06-25,dimap,2020-06-23,2020-06-24,1068.0,AfD,0.1
5380,2020-04-06,dimap,2020-06-02,2020-06-03,1505.0,AfD,0.09
5381,2020-05-14,dimap,2020-05-12,2020-05-13,1074.0,AfD,0.1
5382,2020-07-05,dimap,2020-05-04,2020-05-06,1503.0,AfD,0.09
5383,2020-04-16,dimap,2020-04-14,2020-04-15,1057.0,AfD,0.09
5384,2020-02-04,dimap,2020-03-30,2020-04-01,1502.0,AfD,0.1
5385,2020-03-19,dimap,2020-03-17,2020-03-18,1035.0,AfD,0.1
5386,2020-05-03,dimap,2020-03-02,2020-03-04,1502.0,AfD,0.12
5387,2020-02-13,dimap,2020-02-11,2020-02-13,1007.0,AfD,0.14
5388,2020-06-02,dimap,2020-02-03,2020-02-05,1503.0,AfD,0.14
5389,2020-01-23,dimap,2020-01-21,2020-01-22,1043.0,AfD,0.14
5390,2020-09-01,dimap,2020-01-07,2020-01-08,1506.0,AfD,0.14
5391,2019-12-12,dimap,2019-12-10,2019-12-11,1038.0,AfD,0.15
5392,2019-05-12,dimap,2019-12-02,2019-12-04,1507.0,AfD,0.15
5393,2019-11-14,dimap,2019-11-12,2019-11-13,1046.0,AfD,0.14
5394,2019-07-11,dimap,2019-11-04,2019-11-06,1507.0,AfD,0.14
5395,2019-10-17,dimap,2019-10-14,2019-10-16,1062.0,AfD,0.14
5396,2019-10-10,dimap,2019-10-07,2019-10-09,1504.0,AfD,0.14
5397,2019-09-19,dimap,2019-09-17,2019-09-18,1067.0,AfD,0.14
5398,2019-05-09,dimap,2019-09-03,2019-09-04,1514.0,AfD,0.15
5399,2019-08-22,dimap,2019-08-20,2019-08-21,1063.0,AfD,0.14
5400,2019-01-08,dimap,2019-07-29,2019-07-31,1503.0,AfD,0.14
5401,2019-07-25,dimap,2019-07-22,2019-07-24,1046.0,AfD,0.12
5402,2019-04-07,dimap,2019-07-01,2019-07-03,1506.0,AfD,0.13
5403,2019-06-27,dimap,2019-06-24,2019-06-26,1051.0,AfD,0.12
5404,2019-06-06,dimap,2019-06-03,2019-06-05,1500.0,AfD,0.13
5405,2019-02-05,dimap,2019-04-29,2019-04-30,1505.0,AfD,0.12
5406,2019-04-17,dimap,2019-04-15,2019-04-16,1051.0,AfD,0.13
5407,2019-04-04,dimap,2019-04-01,2019-04-03,1503.0,AfD,0.12
5408,2019-03-21,dimap,2019-03-19,2019-03-20,1041.0,AfD,0.12
5409,2019-03-14,dimap,2019-03-11,2019-03-13,1508.0,AfD,0.13
5410,2019-02-21,dimap,2019-02-19,2019-02-20,1029.0,AfD,0.12
5411,2019-02-14,dimap,2019-02-11,2019-02-13,1503.0,AfD,0.13
5412,2019-01-24,dimap,2019-01-22,2019-01-23,1051.0,AfD,0.15
5413,2019-10-01,dimap,2019-01-07,2019-01-09,1505.0,AfD,0.14
5414,2018-12-13,dimap,2018-12-11,2018-12-12,1048.0,AfD,0.13
5415,2018-06-12,dimap,2018-12-03,2018-12-05,1502.0,AfD,0.14
5416,2018-11-29,dimap,2018-11-27,2018-11-28,1052.0,AfD,0.15
5417,2018-11-15,dimap,2018-11-12,2018-11-14,1506.0,AfD,0.14
5418,2018-10-18,dimap,2018-10-16,2018-10-17,1040.0,AfD,0.16
5419,2018-11-10,dimap,2018-10-08,2018-10-10,1508.0,AfD,0.16
5420,2018-09-20,dimap,2018-09-17,2018-09-19,1035.0,AfD,0.18
5421,2018-06-09,dimap,2018-09-03,2018-09-05,1502.0,AfD,0.16
5422,2018-08-23,dimap,2018-08-20,2018-08-22,1047.0,AfD,0.17
5423,2018-02-08,dimap,2018-07-30,2018-08-01,1508.0,AfD,0.17
5424,2018-07-26,dimap,2018-07-24,2018-07-25,1047.0,AfD,0.16
5425,2018-05-07,dimap,2018-07-03,2018-07-04,1505.0,AfD,0.16
5426,2018-06-27,dimap,2018-06-25,2018-06-26,1025.0,AfD,0.14
5427,2018-06-14,dimap,2018-06-11,2018-06-13,1506.0,AfD,0.15
5428,2018-05-17,dimap,2018-05-14,2018-05-16,1009.0,AfD,0.14
5429,2018-09-05,dimap,2018-05-07,2018-05-08,1507.0,AfD,0.15
5430,2018-04-19,dimap,2018-04-16,2018-04-18,1039.0,AfD,0.15
5431,2018-05-04,dimap,2018-04-03,2018-04-04,1503.0,AfD,0.14
5432,2018-03-22,dimap,2018-03-20,2018-03-21,1038.0,AfD,0.13
5433,2018-01-03,dimap,2018-02-26,2018-02-28,1502.0,AfD,0.15
5434,2018-02-22,dimap,2018-02-20,2018-02-21,1052.0,AfD,0.14
5435,2018-02-15,dimap,2018-02-13,2018-02-15,1001.0,AfD,0.15
5436,2018-01-02,dimap,2018-01-29,2018-01-31,1502.0,AfD,0.14
5437,2018-01-25,dimap,2018-01-22,2018-01-24,1043.0,AfD,0.12
5438,2018-04-01,dimap,2018-01-02,2018-01-03,1506.0,AfD,0.13
5439,2017-12-14,dimap,2017-12-11,2017-12-13,1029.0,AfD,0.13
5440,2017-11-20,dimap,2017-11-20,2017-11-20,1011.0,AfD,0.11
5441,2017-11-16,dimap,2017-11-10,2017-11-15,1382.0,AfD,0.12
5442,2017-10-20,dimap,2017-10-16,2017-10-18,1026.0,AfD,0.12
5443,2017-12-10,dimap,2017-10-09,2017-10-11,1506.0,AfD,0.11
5444,2017-11-05,dimap,2017-05-08,2017-05-10,1500.0,AfD,0.1
5445,2021-09-20,insa,2021-09-17,2021-09-20,2054.0,AfD,0.11
5446,2021-09-18,insa,2021-09-13,2021-09-17,1502.0,AfD,0.11
5447,2021-09-13,insa,2021-09-10,2021-09-13,2062.0,AfD,0.115
5448,2021-09-11,insa,2021-09-06,2021-09-10,1152.0,AfD,0.11
5449,2021-09-06,insa,2021-09-03,2021-09-06,2052.0,AfD,0.11
5450,2021-09-04,insa,2021-08-30,2021-09-03,1427.0,AfD,0.12
5451,2021-08-30,insa,2021-08-27,2021-08-30,2015.0,AfD,0.11
5452,2021-08-28,insa,2021-08-23,2021-08-27,1247.0,AfD,0.11
5453,2021-08-23,insa,2021-08-20,2021-08-23,2119.0,AfD,0.11
5454,2021-08-21,insa,2021-08-16,2021-08-20,1352.0,AfD,0.12
5455,2021-08-16,insa,2021-08-13,2021-08-16,2080.0,AfD,0.11
5456,2021-08-14,insa,2021-08-09,2021-08-13,1450.0,AfD,0.11
5457,2021-08-09,insa,2021-08-06,2021-08-09,2118.0,AfD,0.115
5458,2021-08-07,insa,2021-08-02,2021-08-06,2002.0,AfD,0.11
5459,2021-08-02,insa,2021-07-30,2021-08-02,2080.0,AfD,0.11
5460,2021-07-31,insa,2021-07-26,2021-07-30,1196.0,AfD,0.11
5461,2021-07-26,insa,2021-07-23,2021-07-26,2007.0,AfD,0.12
5462,2021-07-24,insa,2021-07-19,2021-07-23,1316.0,AfD,0.11
5463,2021-07-19,insa,2021-07-16,2021-07-19,2064.0,AfD,0.115
5464,2021-07-17,insa,2021-07-12,2021-07-16,1354.0,AfD,0.11
5465,2021-07-12,insa,2021-07-09,2021-07-12,2087.0,AfD,0.11
5466,2021-07-10,insa,2021-07-05,2021-07-09,1352.0,AfD,0.11
5467,2021-07-06,insa,2021-07-02,2021-07-05,2056.0,AfD,0.1
5468,2021-07-04,insa,2021-06-28,2021-07-02,1352.0,AfD,0.1
5469,2021-06-28,insa,2021-06-25,2021-06-28,2060.0,AfD,0.11
5470,2021-06-27,insa,2021-06-21,2021-06-25,1203.0,AfD,0.11
5471,2021-06-21,insa,2021-06-18,2021-06-21,2082.0,AfD,0.105
5472,2021-06-20,insa,2021-06-14,2021-06-18,1502.0,AfD,0.11
5473,2021-06-14,insa,2021-06-11,2021-06-14,2038.0,AfD,0.11
5474,2021-06-12,insa,2021-06-07,2021-06-11,1401.0,AfD,0.11
5475,2021-06-07,insa,2021-06-04,2021-06-07,2015.0,AfD,0.11
5476,2021-06-06,insa,2021-05-31,2021-06-04,1380.0,AfD,0.12
5477,2021-05-31,insa,2021-05-28,2021-05-31,2040.0,AfD,0.11
5478,2021-05-29,insa,2021-05-25,2021-05-28,1301.0,AfD,0.12
5479,2021-05-25,insa,2021-05-21,2021-05-25,2128.0,AfD,0.115
5480,2021-05-23,insa,2021-05-17,2021-05-21,1405.0,AfD,0.12
5481,2021-05-17,insa,2021-05-14,2021-05-17,2023.0,AfD,0.11
5482,2021-05-16,insa,2021-05-10,2021-05-14,1350.0,AfD,0.12
5483,2021-05-10,insa,2021-05-07,2021-05-10,2055.0,AfD,0.11
5484,2021-05-03,insa,2021-04-30,2021-05-03,2075.0,AfD,0.12
5485,2021-04-26,insa,2021-04-23,2021-04-26,2082.0,AfD,0.12
5486,2021-04-23,insa,2021-04-23,2021-04-23,1000.0,AfD,0.11
5487,2021-04-20,insa,2021-04-20,2021-04-20,1000.0,AfD,0.12
5488,2021-04-20,insa,2021-04-16,2021-04-19,3057.0,AfD,0.12
5489,2021-04-16,insa,2021-04-15,2021-04-15,1007.0,AfD,0.12
5490,2021-04-12,insa,2021-04-09,2021-04-12,3174.0,AfD,0.12
5491,2021-04-05,insa,2021-03-30,2021-04-01,3020.0,AfD,0.12
5492,2021-03-29,insa,2021-03-26,2021-03-29,3049.0,AfD,0.11
5493,2021-03-22,insa,2021-03-19,2021-03-22,3104.0,AfD,0.11
5494,2021-03-20,insa,2021-03-19,2021-03-19,1042.0,AfD,0.11
5495,2021-03-15,insa,2021-03-12,2021-03-15,2068.0,AfD,0.115
5496,2021-03-08,insa,2021-03-05,2021-03-08,2049.0,AfD,0.115
5497,2021-03-02,insa,2021-02-26,2021-03-01,2032.0,AfD,0.11
5498,2021-02-23,insa,2021-02-19,2021-02-22,2075.0,AfD,0.11
5499,2021-02-15,insa,2021-02-12,2021-02-15,2051.0,AfD,0.105
5500,2021-02-08,insa,2021-02-05,2021-02-08,2107.0,AfD,0.105
5501,2021-02-02,insa,2021-01-29,2021-02-01,2044.0,AfD,0.11
