election_date,date,poll,start,end,n,party,share
2009-09-27,2008-01-23,forsa,2008-01-23,2008-01-23,2501,fdp,10
2009-09-27,2008-01-24,infratest_dimap,2008-01-24,2008-01-24,1000,fdp,9
2009-09-27,2008-01-29,emnid,2008-01-29,2008-01-29,3196,fdp,10
2009-09-27,2008-01-30,forsa,2008-01-30,2008-01-30,2502,fdp,9
2009-09-27,2008-02-02,forsa,2008-02-02,2008-02-02,2502,fdp,11
2009-09-27,2008-02-05,emnid,2008-02-05,2008-02-05,4612,fdp,10
2009-09-27,2008-02-07,infratest_dimap,2008-02-07,2008-02-07,1500,fdp,9
2009-09-27,2008-02-08,fgruppe_wahlen,2008-02-08,2008-02-08,1275,fdp,7
2009-09-27,2008-02-12,emnid,2008-02-12,2008-02-12,3225,fdp,10
2009-09-27,2008-02-13,forsa,2008-02-13,2008-02-13,2501,fdp,10
2009-09-27,2008-02-19,allensbach,2008-02-19,2008-02-19,2000,fdp,11.8
2009-09-27,2008-02-19,gms,2008-02-19,2008-02-19,1010,fdp,10
2009-09-27,2008-02-19,emnid,2008-02-19,2008-02-19,3684,fdp,11
2009-09-27,2008-02-20,forsa,2008-02-20,2008-02-20,2500,fdp,9
2009-09-27,2008-02-22,infratest_dimap,2008-02-22,2008-02-22,1000,fdp,10
2009-09-27,2008-02-26,emnid,2008-02-26,2008-02-26,5086,fdp,10
2009-09-27,2008-02-27,forsa,2008-02-27,2008-02-27,2501,fdp,10
2009-09-27,2008-02-29,fgruppe_wahlen,2008-02-29,2008-02-29,1280,fdp,8
2009-09-27,2008-03-01,infratest_dimap,2008-03-01,2008-03-01,1000,fdp,9
2009-09-27,2008-03-02,emnid,2008-03-02,2008-03-02,1348,fdp,10
2009-09-27,2008-03-04,emnid,2008-03-04,2008-03-04,4644,fdp,9
2009-09-27,2008-03-05,forsa,2008-03-05,2008-03-05,2501,fdp,10
2009-09-27,2008-03-06,infratest_dimap,2008-03-06,2008-03-06,1500,fdp,8
2009-09-27,2008-03-11,emnid,2008-03-11,2008-03-11,5526,fdp,9
2009-09-27,2008-03-12,forsa,2008-03-12,2008-03-12,2501,fdp,10
2009-09-27,2008-03-14,fgruppe_wahlen,2008-03-14,2008-03-14,1232,fdp,8
2009-09-27,2008-03-18,allensbach,2008-03-18,2008-03-18,NA,fdp,10.8
2009-09-27,2008-03-18,forsa,2008-03-18,2008-03-18,2501,fdp,11
2009-09-27,2008-03-19,emnid,2008-03-19,2008-03-19,4180,fdp,10
2009-09-27,2008-03-20,infratest_dimap,2008-03-20,2008-03-20,1000,fdp,9
2009-09-27,2008-03-26,forsa,2008-03-26,2008-03-26,2000,fdp,11
2009-09-27,2008-03-26,emnid,2008-03-26,2008-03-26,2297,fdp,10
2009-09-27,2008-03-28,gms,2008-03-28,2008-03-28,1011,fdp,11
2009-09-27,2008-04-02,forsa,2008-04-02,2008-04-02,2001,fdp,11
2009-09-27,2008-04-02,emnid,2008-04-02,2008-04-02,4610,fdp,11
2009-09-27,2008-04-03,infratest_dimap,2008-04-03,2008-04-03,1500,fdp,10
2009-09-27,2008-04-04,fgruppe_wahlen,2008-04-04,2008-04-04,1230,fdp,9
2009-09-27,2008-04-08,emnid,2008-04-08,2008-04-08,4177,fdp,11
2009-09-27,2008-04-09,forsa,2008-04-09,2008-04-09,2503,fdp,11
2009-09-27,2008-04-15,emnid,2008-04-15,2008-04-15,4529,fdp,10
2009-09-27,2008-04-16,forsa,2008-04-16,2008-04-16,2501,fdp,11
2009-09-27,2008-04-18,fgruppe_wahlen,2008-04-18,2008-04-18,1210,fdp,8
2009-09-27,2008-04-22,allensbach,2008-04-22,2008-04-22,NA,fdp,11
2009-09-27,2008-04-23,forsa,2008-04-23,2008-04-23,2500,fdp,10
2009-09-27,2008-04-23,emnid,2008-04-23,2008-04-23,4988,fdp,11
2009-09-27,2008-04-23,gms,2008-04-23,2008-04-23,1006,fdp,9
2009-09-27,2008-04-25,infratest_dimap,2008-04-25,2008-04-25,1000,fdp,10
2009-09-27,2008-04-29,forsa,2008-04-29,2008-04-29,2503,fdp,10
2009-09-27,2008-04-29,emnid,2008-04-29,2008-04-29,5941,fdp,10
2009-09-27,2008-05-01,infratest_dimap,2008-05-01,2008-05-01,1500,fdp,10
2009-09-27,2008-05-06,emnid,2008-05-06,2008-05-06,5905,fdp,11
2009-09-27,2008-05-07,forsa,2008-05-07,2008-05-07,2003,fdp,11
2009-09-27,2008-05-09,fgruppe_wahlen,2008-05-09,2008-05-09,1191,fdp,8
2009-09-27,2008-05-14,emnid,2008-05-14,2008-05-14,6356,fdp,11
2009-09-27,2008-05-14,forsa,2008-05-14,2008-05-14,2500,fdp,12
2009-09-27,2008-05-16,infratest_dimap,2008-05-16,2008-05-16,1000,fdp,11
2009-09-27,2008-05-20,allensbach,2008-05-20,2008-05-20,2000,fdp,11.3
2009-09-27,2008-05-20,forsa,2008-05-20,2008-05-20,2001,fdp,12
2009-09-27,2008-05-21,emnid,2008-05-21,2008-05-21,4557,fdp,12
2009-09-27,2008-05-22,gms,2008-05-22,2008-05-22,1000,fdp,12
2009-09-27,2008-05-27,emnid,2008-05-27,2008-05-27,3797,fdp,11
2009-09-27,2008-05-28,forsa,2008-05-28,2008-05-28,2002,fdp,12
2009-09-27,2008-05-30,fgruppe_wahlen,2008-05-30,2008-05-30,1224,fdp,9
2009-09-27,2008-06-03,emnid,2008-06-03,2008-06-03,4574,fdp,12
2009-09-27,2008-06-04,forsa,2008-06-04,2008-06-04,2501,fdp,13
2009-09-27,2008-06-05,infratest_dimap,2008-06-05,2008-06-05,1500,fdp,13
2009-09-27,2008-06-11,emnid,2008-06-11,2008-06-11,3197,fdp,13
2009-09-27,2008-06-11,forsa,2008-06-11,2008-06-11,2501,fdp,14
2009-09-27,2008-06-13,infratest_dimap,2008-06-13,2008-06-13,1000,fdp,12
2009-09-27,2008-06-13,fgruppe_wahlen,2008-06-13,2008-06-13,1257,fdp,10
2009-09-27,2008-06-18,emnid,2008-06-18,2008-06-18,4102,fdp,12
2009-09-27,2008-06-18,forsa,2008-06-18,2008-06-18,2501,fdp,13
2009-09-27,2008-06-24,emnid,2008-06-24,2008-06-24,3216,fdp,13
2009-09-27,2008-06-24,allensbach,2008-06-24,2008-06-24,2000,fdp,11.9
2009-09-27,2008-06-25,forsa,2008-06-25,2008-06-25,2500,fdp,13
2009-09-27,2008-06-27,gms,2008-06-27,2008-06-27,1006,fdp,11
2009-09-27,2008-07-02,emnid,2008-07-02,2008-07-02,3175,fdp,12
2009-09-27,2008-07-02,forsa,2008-07-02,2008-07-02,2500,fdp,14
2009-09-27,2008-07-03,infratest_dimap,2008-07-03,2008-07-03,1500,fdp,12
2009-09-27,2008-07-08,emnid,2008-07-08,2008-07-08,3212,fdp,11
2009-09-27,2008-07-09,forsa,2008-07-09,2008-07-09,2502,fdp,13
2009-09-27,2008-07-11,fgruppe_wahlen,2008-07-11,2008-07-11,1292,fdp,10
2009-09-27,2008-07-11,infratest_dimap,2008-07-11,2008-07-11,1000,fdp,11
2009-09-27,2008-07-15,emnid,2008-07-15,2008-07-15,3193,fdp,12
2009-09-27,2008-07-16,forsa,2008-07-16,2008-07-16,2502,fdp,13
2009-09-27,2008-07-22,allensbach,2008-07-22,2008-07-22,NA,fdp,11.4
2009-09-27,2008-07-23,emnid,2008-07-23,2008-07-23,3240,fdp,12
2009-09-27,2008-07-23,forsa,2008-07-23,2008-07-23,2501,fdp,11
2009-09-27,2008-07-24,gms,2008-07-24,2008-07-24,1003,fdp,11
2009-09-27,2008-07-30,emnid,2008-07-30,2008-07-30,3664,fdp,12
2009-09-27,2008-07-30,forsa,2008-07-30,2008-07-30,2502,fdp,12
2009-09-27,2008-08-06,emnid,2008-08-06,2008-08-06,3703,fdp,12
2009-09-27,2008-08-06,forsa,2008-08-06,2008-08-06,2500,fdp,11
2009-09-27,2008-08-07,infratest_dimap,2008-08-07,2008-08-07,1501,fdp,12
2009-09-27,2008-08-13,emnid,2008-08-13,2008-08-13,3690,fdp,11
2009-09-27,2008-08-13,forsa,2008-08-13,2008-08-13,2501,fdp,12
2009-09-27,2008-08-15,fgruppe_wahlen,2008-08-15,2008-08-15,1263,fdp,9
2009-09-27,2008-08-19,allensbach,2008-08-19,2008-08-19,2000,fdp,11.3
2009-09-27,2008-08-20,emnid,2008-08-20,2008-08-20,3208,fdp,12
2009-09-27,2008-08-20,forsa,2008-08-20,2008-08-20,2500,fdp,13
2009-09-27,2008-08-22,infratest_dimap,2008-08-22,2008-08-22,1000,fdp,12
2009-09-27,2008-08-25,gms,2008-08-25,2008-08-25,1003,fdp,12
2009-09-27,2008-08-27,emnid,2008-08-27,2008-08-27,4597,fdp,12
2009-09-27,2008-08-27,forsa,2008-08-27,2008-08-27,2501,fdp,12
2009-09-27,2008-09-02,emnid,2008-09-02,2008-09-02,3186,fdp,11
2009-09-27,2008-09-03,forsa,2008-09-03,2008-09-03,2502,fdp,13
2009-09-27,2008-09-04,infratest_dimap,2008-09-04,2008-09-04,1500,fdp,11
2009-09-27,2008-09-09,forsa,2008-09-09,2008-09-09,1002,fdp,11
2009-09-27,2008-09-09,emnid,2008-09-09,2008-09-09,987,fdp,11
2009-09-27,2008-09-09,forsa,2008-09-09,2008-09-09,2501,fdp,NA
2009-09-27,2008-09-10,infratest_dimap,2008-09-10,2008-09-10,1000,fdp,12
2009-09-27,2008-09-11,emnid,2008-09-11,2008-09-11,4585,fdp,11
2009-09-27,2008-09-12,fgruppe_wahlen,2008-09-12,2008-09-12,1250,fdp,9
2009-09-27,2008-09-17,emnid,2008-09-17,2008-09-17,3665,fdp,12
2009-09-27,2008-09-17,allensbach,2008-09-17,2008-09-17,NA,fdp,11.3
2009-09-27,2008-09-17,forsa,2008-09-17,2008-09-17,2500,fdp,10
2009-09-27,2008-09-19,infratest_dimap,2008-09-19,2008-09-19,1000,fdp,12
2009-09-27,2008-09-23,gms,2008-09-23,2008-09-23,1003,fdp,11
2009-09-27,2008-09-23,emnid,2008-09-23,2008-09-23,4133,fdp,11
2009-09-27,2008-09-24,forsa,2008-09-24,2008-09-24,2503,fdp,11
2009-09-27,2008-10-01,emnid,2008-10-01,2008-10-01,3619,fdp,12
2009-09-27,2008-10-01,forsa,2008-10-01,2008-10-01,2501,fdp,11
2009-09-27,2008-10-02,infratest_dimap,2008-10-02,2008-10-02,1500,fdp,13
2009-09-27,2008-10-08,emnid,2008-10-08,2008-10-08,3134,fdp,13
2009-09-27,2008-10-08,forsa,2008-10-08,2008-10-08,2008,fdp,13
2009-09-27,2008-10-10,fgruppe_wahlen,2008-10-10,2008-10-10,1276,fdp,11
2009-09-27,2008-10-15,forsa,2008-10-15,2008-10-15,2509,fdp,13
2009-09-27,2008-10-15,infratest_dimap,2008-10-15,2008-10-15,1000,fdp,12
2009-09-27,2008-10-15,emnid,2008-10-15,2008-10-15,4111,fdp,13
2009-09-27,2008-10-21,allensbach,2008-10-21,2008-10-21,NA,fdp,12.2
2009-09-27,2008-10-22,gms,2008-10-22,2008-10-22,1001,fdp,12
2009-09-27,2008-10-22,emnid,2008-10-22,2008-10-22,4133,fdp,13
2009-09-27,2008-10-22,forsa,2008-10-22,2008-10-22,2501,fdp,12
2009-09-27,2008-10-24,fgruppe_wahlen,2008-10-24,2008-10-24,1327,fdp,11
2009-09-27,2008-10-28,emnid,2008-10-28,2008-10-28,4103,fdp,12
2009-09-27,2008-10-29,forsa,2008-10-29,2008-10-29,2503,fdp,13
2009-09-27,2008-11-05,forsa,2008-11-05,2008-11-05,2501,fdp,12
2009-09-27,2008-11-06,infratest_dimap,2008-11-06,2008-11-06,1500,fdp,11
2009-09-27,2008-11-06,emnid,2008-11-06,2008-11-06,3663,fdp,12
2009-09-27,2008-11-07,fgruppe_wahlen,2008-11-07,2008-11-07,1171,fdp,11
2009-09-27,2008-11-12,emnid,2008-11-12,2008-11-12,4127,fdp,13
2009-09-27,2008-11-12,forsa,2008-11-12,2008-11-12,2501,fdp,12
2009-09-27,2008-11-14,infratest_dimap,2008-11-14,2008-11-14,1000,fdp,11
2009-09-27,2008-11-19,emnid,2008-11-19,2008-11-19,4615,fdp,12
2009-09-27,2008-11-19,allensbach,2008-11-19,2008-11-19,NA,fdp,11.2
2009-09-27,2008-11-19,forsa,2008-11-19,2008-11-19,2500,fdp,13
2009-09-27,2008-11-20,gms,2008-11-20,2008-11-20,1002,fdp,13
2009-09-27,2008-11-21,fgruppe_wahlen,2008-11-21,2008-11-21,1301,fdp,11
2009-09-27,2008-11-26,emnid,2008-11-26,2008-11-26,4606,fdp,13
2009-09-27,2008-11-26,forsa,2008-11-26,2008-11-26,2500,fdp,11
2009-09-27,2008-12-03,emnid,2008-12-03,2008-12-03,4128,fdp,13
2009-09-27,2008-12-03,forsa,2008-12-03,2008-12-03,2505,fdp,12
2009-09-27,2008-12-04,infratest_dimap,2008-12-04,2008-12-04,1500,fdp,12
2009-09-27,2008-12-09,emnid,2008-12-09,2008-12-09,4151,fdp,12
2009-09-27,2008-12-10,forsa,2008-12-10,2008-12-10,2501,fdp,12
2009-09-27,2008-12-12,infratest_dimap,2008-12-12,2008-12-12,1000,fdp,13
2009-09-27,2008-12-12,fgruppe_wahlen,2008-12-12,2008-12-12,1268,fdp,11
2009-09-27,2008-12-16,forsa,2008-12-16,2008-12-16,2502,fdp,13
2009-09-27,2008-12-17,allensbach,2008-12-17,2008-12-17,NA,fdp,11.3
2009-09-27,2008-12-17,emnid,2008-12-17,2008-12-17,4148,fdp,12
2009-09-27,2008-12-17,gms,2008-12-17,2008-12-17,1006,fdp,13
2009-09-27,2008-12-19,infratest_dimap,2008-12-19,2008-12-19,1000,fdp,12
2009-09-27,2008-12-22,forsa,2008-12-22,2008-12-22,2503,fdp,12
2009-09-27,2008-12-23,emnid,2008-12-23,2008-12-23,3692,fdp,12
2009-09-27,2009-01-07,forsa,2009-01-07,2009-01-07,1003,fdp,13
2009-09-27,2009-01-07,emnid,2009-01-07,2009-01-07,2324,fdp,12
2009-09-27,2009-01-08,infratest_dimap,2009-01-08,2009-01-08,1500,fdp,13
2009-09-27,2009-01-09,fgruppe_wahlen,2009-01-09,2009-01-09,1369,fdp,11
2009-09-27,2009-01-14,emnid,2009-01-14,2009-01-14,4653,fdp,12
2009-09-27,2009-01-14,forsa,2009-01-14,2009-01-14,2502,fdp,13
2009-09-27,2009-01-21,emnid,2009-01-21,2009-01-21,4193,fdp,13
2009-09-27,2009-01-21,forsa,2009-01-21,2009-01-21,2500,fdp,14
2009-09-27,2009-01-23,infratest_dimap,2009-01-23,2009-01-23,1000,fdp,14
2009-09-27,2009-01-23,gms,2009-01-23,2009-01-23,1004,fdp,12
2009-09-27,2009-01-27,emnid,2009-01-27,2009-01-27,5570,fdp,15
2009-09-27,2009-01-27,allensbach,2009-01-27,2009-01-27,2000,fdp,12.1
2009-09-27,2009-01-28,forsa,2009-01-28,2009-01-28,2503,fdp,16
2009-09-27,2009-01-30,fgruppe_wahlen,2009-01-30,2009-01-30,1296,fdp,14
2009-09-27,2009-02-04,emnid,2009-02-04,2009-02-04,5120,fdp,16
2009-09-27,2009-02-04,forsa,2009-02-04,2009-02-04,2501,fdp,16
2009-09-27,2009-02-05,infratest_dimap,2009-02-05,2009-02-05,1750,fdp,16
2009-09-27,2009-02-10,emnid,2009-02-10,2009-02-10,5115,fdp,16
2009-09-27,2009-02-11,forsa,2009-02-11,2009-02-11,2500,fdp,18
2009-09-27,2009-02-13,fgruppe_wahlen,2009-02-13,2009-02-13,1202,fdp,13
2009-09-27,2009-02-17,gms,2009-02-17,2009-02-17,1003,fdp,14
2009-09-27,2009-02-17,emnid,2009-02-17,2009-02-17,4666,fdp,16
2009-09-27,2009-02-18,forsa,2009-02-18,2009-02-18,2502,fdp,18
2009-09-27,2009-02-19,infratest_dimap,2009-02-19,2009-02-19,1000,fdp,16
2009-09-27,2009-02-24,allensbach,2009-02-24,2009-02-24,2000,fdp,14.8
2009-09-27,2009-02-25,emnid,2009-02-25,2009-02-25,4595,fdp,17
2009-09-27,2009-02-25,forsa,2009-02-25,2009-02-25,2506,fdp,18
2009-09-27,2009-03-03,emnid,2009-03-03,2009-03-03,3675,fdp,15
2009-09-27,2009-03-04,forsa,2009-03-04,2009-03-04,2503,fdp,17
2009-09-27,2009-03-05,infratest_dimap,2009-03-05,2009-03-05,1500,fdp,17
2009-09-27,2009-03-06,fgruppe_wahlen,2009-03-06,2009-03-06,1319,fdp,15
2009-09-27,2009-03-10,emnid,2009-03-10,2009-03-10,4154,fdp,16
2009-09-27,2009-03-11,forsa,2009-03-11,2009-03-11,2500,fdp,17
2009-09-27,2009-03-17,emnid,2009-03-17,2009-03-17,3679,fdp,16
2009-09-27,2009-03-17,gms,2009-03-17,2009-03-17,1012,fdp,16
2009-09-27,2009-03-18,forsa,2009-03-18,2009-03-18,2501,fdp,17
2009-09-27,2009-03-20,infratest_dimap,2009-03-20,2009-03-20,1000,fdp,16
2009-09-27,2009-03-24,emnid,2009-03-24,2009-03-24,2265,fdp,15
2009-09-27,2009-03-24,allensbach,2009-03-24,2009-03-24,2000,fdp,14.5
2009-09-27,2009-03-25,forsa,2009-03-25,2009-03-25,2504,fdp,16
2009-09-27,2009-03-27,fgruppe_wahlen,2009-03-27,2009-03-27,1245,fdp,15
2009-09-27,2009-03-31,emnid,2009-03-31,2009-03-31,3199,fdp,16
2009-09-27,2009-04-01,forsa,2009-04-01,2009-04-01,2505,fdp,17
2009-09-27,2009-04-02,infratest_dimap,2009-04-02,2009-04-02,1500,fdp,15
2009-09-27,2009-04-07,forsa,2009-04-07,2009-04-07,2501,fdp,16
2009-09-27,2009-04-08,emnid,2009-04-08,2009-04-08,3201,fdp,15
2009-09-27,2009-04-08,gms,2009-04-08,2009-04-08,1004,fdp,16
2009-09-27,2009-04-09,infratest_dimap,2009-04-09,2009-04-09,1000,fdp,14
2009-09-27,2009-04-09,gms,2009-04-09,2009-04-09,1004,fdp,16
2009-09-27,2009-04-15,emnid,2009-04-15,2009-04-15,2749,fdp,14
2009-09-27,2009-04-15,forsa,2009-04-15,2009-04-15,2000,fdp,16
2009-09-27,2009-04-17,infratest_dimap,2009-04-17,2009-04-17,1000,fdp,14
2009-09-27,2009-04-21,emnid,2009-04-21,2009-04-21,3671,fdp,13
2009-09-27,2009-04-21,allensbach,2009-04-21,2009-04-21,NA,fdp,13.5
2009-09-27,2009-04-22,forsa,2009-04-22,2009-04-22,2001,fdp,16
2009-09-27,2009-04-24,fgruppe_wahlen,2009-04-24,2009-04-24,1445,fdp,14
2009-09-27,2009-04-29,emnid,2009-04-29,2009-04-29,3179,fdp,14
2009-09-27,2009-04-29,forsa,2009-04-29,2009-04-29,2501,fdp,15
2009-09-27,2009-05-05,emnid,2009-05-05,2009-05-05,3169,fdp,14
2009-09-27,2009-05-06,forsa,2009-05-06,2009-05-06,2001,fdp,16
2009-09-27,2009-05-07,infratest_dimap,2009-05-07,2009-05-07,1500,fdp,14
2009-09-27,2009-05-08,fgruppe_wahlen,2009-05-08,2009-05-08,1343,fdp,13
2009-09-27,2009-05-12,emnid,2009-05-12,2009-05-12,3207,fdp,13
2009-09-27,2009-05-13,forsa,2009-05-13,2009-05-13,2501,fdp,14
2009-09-27,2009-05-14,gms,2009-05-14,2009-05-14,1002,fdp,14
2009-09-27,2009-05-15,infratest_dimap,2009-05-15,2009-05-15,1000,fdp,13
2009-09-27,2009-05-19,allensbach,2009-05-19,2009-05-19,NA,fdp,13.5
2009-09-27,2009-05-19,forsa,2009-05-19,2009-05-19,2502,fdp,14
2009-09-27,2009-05-20,emnid,2009-05-20,2009-05-20,4572,fdp,13
2009-09-27,2009-05-27,emnid,2009-05-27,2009-05-27,4113,fdp,14
2009-09-27,2009-05-27,forsa,2009-05-27,2009-05-27,2001,fdp,15
2009-09-27,2009-05-29,fgruppe_wahlen,2009-05-29,2009-05-29,1348,fdp,12
2009-09-27,2009-06-03,emnid,2009-06-03,2009-06-03,3206,fdp,14
2009-09-27,2009-06-03,forsa,2009-06-03,2009-06-03,2502,fdp,15
2009-09-27,2009-06-09,forsa,2009-06-09,2009-06-09,2008,fdp,14
2009-09-27,2009-06-10,emnid,2009-06-10,2009-06-10,4133,fdp,14
2009-09-27,2009-06-11,infratest_dimap,2009-06-11,2009-06-11,1500,fdp,14
2009-09-27,2009-06-12,fgruppe_wahlen,2009-06-12,2009-06-12,1343,fdp,13
2009-09-27,2009-06-16,allensbach,2009-06-16,2009-06-16,2000,fdp,14.5
2009-09-27,2009-06-17,emnid,2009-06-17,2009-06-17,3674,fdp,14
2009-09-27,2009-06-17,forsa,2009-06-17,2009-06-17,2501,fdp,15
2009-09-27,2009-06-18,gms,2009-06-18,2009-06-18,1006,fdp,14
2009-09-27,2009-06-23,emnid,2009-06-23,2009-06-23,4142,fdp,14
2009-09-27,2009-06-24,forsa,2009-06-24,2009-06-24,2503,fdp,15
2009-09-27,2009-06-26,infratest_dimap,2009-06-26,2009-06-26,1000,fdp,15
2009-09-27,2009-06-30,emnid,2009-06-30,2009-06-30,3205,fdp,14
2009-09-27,2009-07-01,forsa,2009-07-01,2009-07-01,2500,fdp,15
2009-09-27,2009-07-02,infratest_dimap,2009-07-02,2009-07-02,1500,fdp,15
2009-09-27,2009-07-03,fgruppe_wahlen,2009-07-03,2009-07-03,1206,fdp,13
2009-09-27,2009-07-08,forsa,2009-07-08,2009-07-08,2504,fdp,15
2009-09-27,2009-07-09,emnid,2009-07-09,2009-07-09,3235,fdp,14
2009-09-27,2009-07-15,emnid,2009-07-15,2009-07-15,4189,fdp,13
2009-09-27,2009-07-15,forsa,2009-07-15,2009-07-15,2501,fdp,14
2009-09-27,2009-07-17,infratest_dimap,2009-07-17,2009-07-17,1000,fdp,14
2009-09-27,2009-07-17,gms,2009-07-17,2009-07-17,1001,fdp,14
2009-09-27,2009-07-21,allensbach,2009-07-21,2009-07-21,1800,fdp,13.5
2009-09-27,2009-07-22,emnid,2009-07-22,2009-07-22,3245,fdp,14
2009-09-27,2009-07-22,forsa,2009-07-22,2009-07-22,2507,fdp,14
2009-09-27,2009-07-24,fgruppe_wahlen,2009-07-24,2009-07-24,1224,fdp,14
2009-09-27,2009-07-29,emnid,2009-07-29,2009-07-29,2798,fdp,15
2009-09-27,2009-07-29,forsa,2009-07-29,2009-07-29,2502,fdp,13
2009-09-27,2009-07-30,infratest_dimap,2009-07-30,2009-07-30,1000,fdp,14
2009-09-27,2009-08-05,emnid,2009-08-05,2009-08-05,2340,fdp,15
2009-09-27,2009-08-05,forsa,2009-08-05,2009-08-05,2502,fdp,14
2009-09-27,2009-08-06,infratest_dimap,2009-08-06,2009-08-06,1541,fdp,16
2009-09-27,2009-08-07,fgruppe_wahlen,2009-08-07,2009-08-07,1194,fdp,14
2009-09-27,2009-08-12,emnid,2009-08-12,2009-08-12,3727,fdp,14
2009-09-27,2009-08-12,forsa,2009-08-12,2009-08-12,2501,fdp,13
2009-09-27,2009-08-13,infratest_dimap,2009-08-13,2009-08-13,1000,fdp,15
2009-09-27,2009-08-18,allensbach,2009-08-18,2009-08-18,NA,fdp,14.5
2009-09-27,2009-08-19,emnid,2009-08-19,2009-08-19,3737,fdp,14
2009-09-27,2009-08-19,forsa,2009-08-19,2009-08-19,2506,fdp,13
2009-09-27,2009-08-21,infratest_dimap,2009-08-21,2009-08-21,1000,fdp,15
2009-09-27,2009-08-21,fgruppe_wahlen,2009-08-21,2009-08-21,1262,fdp,14
2009-09-27,2009-08-24,gms,2009-08-24,2009-08-24,1004,fdp,13
2009-09-27,2009-08-26,emnid,2009-08-26,2009-08-26,3281,fdp,14
2009-09-27,2009-08-26,forsa,2009-08-26,2009-08-26,2504,fdp,13
2009-09-27,2009-08-27,infratest_dimap,2009-08-27,2009-08-27,1000,fdp,15
2009-09-27,2009-08-28,fgruppe_wahlen,2009-08-28,2009-08-28,1338,fdp,14
2009-09-27,2009-09-01,allensbach,2009-09-01,2009-09-01,NA,fdp,14
2009-09-27,2009-09-02,emnid,2009-09-02,2009-09-02,3195,fdp,14
2009-09-27,2009-09-02,forsa,2009-09-02,2009-09-02,2502,fdp,14
2009-09-27,2009-09-03,emnid,2009-09-03,2009-09-03,1833,fdp,14
2009-09-27,2009-09-03,infratest_dimap,2009-09-03,2009-09-03,1500,fdp,14
2009-09-27,2009-09-04,infratest_dimap,2009-09-04,2009-09-04,1500,fdp,11
2009-09-27,2009-09-04,fgruppe_wahlen,2009-09-04,2009-09-04,1332,fdp,15
2009-09-27,2009-09-09,emnid,2009-09-09,2009-09-09,3718,fdp,13
2009-09-27,2009-09-09,allensbach,2009-09-09,2009-09-09,NA,fdp,13
2009-09-27,2009-09-09,forsa,2009-09-09,2009-09-09,2504,fdp,14
2009-09-27,2009-09-10,infratest_dimap,2009-09-10,2009-09-10,1000,fdp,14
2009-09-27,2009-09-11,fgruppe_wahlen,2009-09-11,2009-09-11,1336,fdp,14
2009-09-27,2009-09-15,allensbach,2009-09-15,2009-09-15,NA,fdp,12.5
2009-09-27,2009-09-16,forsa,2009-09-16,2009-09-16,1008,fdp,NA
2009-09-27,2009-09-16,forsa,2009-09-16,2009-09-16,2506,fdp,13
2009-09-27,2009-09-17,emnid,2009-09-17,2009-09-17,1411,fdp,13
2009-09-27,2009-09-17,infratest_dimap,2009-09-17,2009-09-17,1252,fdp,14
2009-09-27,2009-09-18,gms,2009-09-18,2009-09-18,1002,fdp,13
2009-09-27,2009-09-18,fgruppe_wahlen,2009-09-18,2009-09-18,1352,fdp,13
2009-09-27,2009-09-22,allensbach,2009-09-22,2009-09-22,1200,fdp,13.5
2009-09-27,2009-09-23,forsa,2009-09-23,2009-09-23,2503,fdp,13
2009-09-27,2009-09-25,forsa,2009-09-25,2009-09-25,2001,fdp,14
2013-09-22,2009-10-02,fgruppe_wahlen,2009-10-02,2009-10-02,1326,fdp,14
2013-09-22,2009-10-07,emnid,2009-10-07,2009-10-07,2766,fdp,15
2013-09-22,2009-10-07,forsa,2009-10-07,2009-10-07,2501,fdp,14
2013-09-22,2009-10-08,infratest_dimap,2009-10-08,2009-10-08,1500,fdp,14
2013-09-22,2009-10-14,emnid,2009-10-14,2009-10-14,3242,fdp,15
2013-09-22,2009-10-14,forsa,2009-10-14,2009-10-14,2504,fdp,16
2013-09-22,2009-10-16,infratest_dimap,2009-10-16,2009-10-16,1000,fdp,14
2013-09-22,2009-10-16,fgruppe_wahlen,2009-10-16,2009-10-16,1298,fdp,14
2013-09-22,2009-10-21,forsa,2009-10-21,2009-10-21,2502,fdp,16
2013-09-22,2009-10-21,emnid,2009-10-21,2009-10-21,3235,fdp,14
2013-09-22,2009-10-23,gms,2009-10-23,2009-10-23,1002,fdp,14
2013-09-22,2009-10-28,emnid,2009-10-28,2009-10-28,3235,fdp,14
2013-09-22,2009-10-28,forsa,2009-10-28,2009-10-28,2503,fdp,15
2013-09-22,2009-10-28,allensbach,2009-10-28,2009-10-28,1834,fdp,14
2013-09-22,2009-10-30,fgruppe_wahlen,2009-10-30,2009-10-30,1207,fdp,13
2013-09-22,2009-11-04,emnid,2009-11-04,2009-11-04,2761,fdp,14
2013-09-22,2009-11-04,forsa,2009-11-04,2009-11-04,2503,fdp,12
2013-09-22,2009-11-05,infratest_dimap,2009-11-05,2009-11-05,1750,fdp,14
2013-09-22,2009-11-11,emnid,2009-11-11,2009-11-11,3251,fdp,13
2013-09-22,2009-11-11,forsa,2009-11-11,2009-11-11,2500,fdp,13
2013-09-22,2009-11-13,infratest_dimap,2009-11-13,2009-11-13,1000,fdp,13
2013-09-22,2009-11-18,forsa,2009-11-18,2009-11-18,2500,fdp,13
2013-09-22,2009-11-18,emnid,2009-11-18,2009-11-18,5081,fdp,12
